time,RAD_2FIC6260_M,RAD_2SIC6853_M,RAD_2SP_HIC_ONP:2HCV6962.OUT,RAD_2SP_WATT_ONP:EIC6854AUTO.RO03,RAD_2EIC6854_M
2017-05-25 04:00:00,2725.311035,17.25937653,55,34.57164188,322.3662285
2017-05-25 05:00:00,2748.431925,17.25937653,56.72916667,35.30380317,309.0868268
2017-05-25 06:00:00,2473.690877,17.25937653,55.60416667,39.93240654,330.9288966
2017-05-25 07:00:00,2571.624023,17.25937653,55,38.16555934,335.5569527
2017-05-25 08:00:00,2603.201416,17.25937653,57.16666667,38.21044332,332.0464774
2017-05-25 09:00:00,2563.749247,17.25937653,55.755,40.40106162,301.4739482
2017-05-25 10:00:00,2281.874776,17.25937653,51.02083333,46.9647719,278.2476631
2017-05-25 11:00:00,1905.182454,17.25937653,46.08333333,39.91392385,279.1266477
2017-05-25 12:00:00,1873.395762,17.25937653,41.45,34.04107327,203.5896874
2017-05-25 13:00:00,1935.968486,17.25937653,47.58166666,41.88900764,265.6589645
2017-05-25 14:00:00,2320.112799,17.25937653,51.41708334,46.51150187,285.8949566
2017-05-25 15:00:00,1692.861654,17.25937653,40.88500001,37.99105738,199.8430752
2017-05-25 16:00:00,2302.709364,17.25937653,49.96083333,41.25536379,251.6938912
2017-05-25 17:00:00,1163.662869,17.25937653,27.1625,24.01102677,138.0503191
2017-05-25 18:00:00,2147.354045,17.25937653,49.74375,47.16076368,326.7259342
2017-05-25 19:00:00,2231.353597,17.25937653,53.95208333,43.16847045,330.5842632
2017-05-25 20:00:00,2371.926656,17.25937653,55,44.92662916,309.4708574
2017-05-25 21:00:00,1682.000902,17.25937653,35.70416667,25.94468405,200.2385643
2017-05-25 22:00:00,1768.433709,17.25937653,40.59375,28.40998285,213.1941247
2017-05-25 23:00:00,2359.561523,17.25937653,52.39583333,47.28094716,311.0716218
2017-05-26 00:00:00,2278.814964,17.25937653,50,46.14081588,336.4835105
2017-05-26 01:00:00,1745.685906,17.25937653,34.7125,27.39035585,194.1267067
2017-05-26 02:00:00,1976.873812,17.25937653,42.975,25.77509114,215.8742259
2017-05-26 03:00:00,2553.45813,17.25937653,56.67291667,36.4926723,300.9173305
2017-05-26 04:00:00,2451.55363,17.25937653,55,38.53418948,315.5826593
2017-05-26 05:00:00,2466.104696,17.25937653,55,37.63990396,322.016008
2017-05-26 06:00:00,1051.089912,6.616056977,20.85416667,12.59359608,118.7663107
2017-05-26 07:00:00,202.9674277,0,0,0,0.366198272
2017-05-26 08:00:00,203.0574273,0,0,0,0.366198272
2017-05-26 09:00:00,202.9827578,0,0,0,0.366198272
2017-05-26 10:00:00,202.6895257,0,0,0,0.366198272
2017-05-26 11:00:00,202.8041498,0,0,0,0.366198272
2017-05-26 12:00:00,202.6939793,0,0,0,0.366198272
2017-05-26 13:00:00,202.7723043,0,0,0,0.366198272
2017-05-26 14:00:00,202.5706516,0.000506782,0,0,0.366198272
2017-05-26 15:00:00,2552.364502,16.60696453,52.81583333,32.55504139,275.2657181
2017-05-26 16:00:00,2643.624044,17.31093788,58.80291667,35.56812326,320.6627112
2017-05-26 17:00:00,2702.263346,17.31093788,59.25916667,35.50196123,322.5776152
2017-05-26 18:00:00,2747.139343,17.31093788,59.42291667,35.27489393,321.385384
2017-05-26 19:00:00,312.859036,2.086748789,6.027083333,1.699624936,25.81088816
2017-05-26 20:00:00,203.365389,0.053068993,0,0,0.373731285
2017-05-26 21:00:00,745.8011847,4.693915398,11.23541667,5.913168168,44.83006273
2017-05-26 22:00:00,2586.334106,17.3121109,56.83500001,38.25461297,334.7123353
2017-05-26 23:00:00,2661.700175,17.3121109,57,36.14817739,323.896889
2017-05-27 00:00:00,2700.982625,17.3121109,57,35.24380297,320.4056959
2017-05-27 01:00:00,2657.798014,17.3121109,57,35.9034277,321.1929293
2017-05-27 02:00:00,2720.970831,17.3121109,57,36.2228502,331.4419385
2017-05-27 03:00:00,2734.593079,17.3121109,54.82541666,35.45900899,288.0479165
2017-05-27 04:00:00,2478.613322,17.3121109,54.4625,41.74922755,329.313699
2017-05-27 05:00:00,2093.758911,17.3121109,53.6875,43.2711665,287.3625574
2017-05-27 06:00:00,1961.62894,17.3121109,38.44166667,23.7281816,211.2198979
2017-05-27 07:00:00,1108.034946,17.3121109,24.65208333,13.52968596,114.8989799
2017-05-27 08:00:00,1976.447456,17.3121109,36.99583333,27.59408809,187.519423
2017-05-27 09:00:00,2206.743876,17.3121109,48.77708333,31.17839386,244.3776588
2017-05-27 10:00:00,2792.960042,17.3121109,59.01916666,35.54303395,334.1489426
2017-05-27 11:00:00,2384.284743,17.3121109,56.13166666,39.48992108,316.3778821
2017-05-27 12:00:00,2519.63796,17.3121109,55.73500001,38.5757089,327.1315964
2017-05-27 13:00:00,2704.546611,17.3121109,57.03083334,36.72905078,332.4257534
2017-05-27 14:00:00,601.7397326,3.35767217,10.7675,5.235969226,58.97943292
2017-05-27 15:00:00,202.210768,0,0,0,0.078773476
2017-05-27 16:00:00,202.0579597,0,0,0,0.078773476
2017-05-27 17:00:00,202.0166355,0,0,0,0.078773476
2017-05-27 18:00:00,202.1097068,0,0,0,0.078773476
2017-05-27 19:00:00,381.0798274,1.592785268,2.708333333,0.718583313,7.100317816
2017-05-27 20:00:00,2653.219692,17.05717608,55.51499999,38.18758527,311.7044405
2017-05-27 21:00:00,2644.819153,17.12891496,58.81083333,36.02465569,317.1924272
2017-05-27 22:00:00,2153.641459,17.20065385,49.80791667,29.22379287,256.6686978
2017-05-27 23:00:00,2178.70242,17.27239273,46.59791667,28.44861315,223.1440777
2017-05-28 00:00:00,1685.206103,17.34413162,34.88125,23.90543005,181.9567517
2017-05-28 01:00:00,1547.156189,17.41587052,35.15416667,21.91895785,159.1661426
2017-05-28 02:00:00,867.4400871,15.79892028,17.94375,10.81554299,113.666658
